Id_es,Id_en
bufr4/3/12/020/1/301047,bufr4/3/12/020/1/301047
bufr4/3/12/020/2/301048,bufr4/3/12/020/2/301048
bufr4/3/12/020/3/015015,bufr4/3/12/020/3/015015
bufr4/3/12/020/4/029002,bufr4/3/12/020/4/029002
bufr4/3/12/020/5/021076,bufr4/3/12/020/5/021076
bufr4/3/12/020/6/104012,bufr4/3/12/020/6/104012
bufr4/3/12/020/7/006030,bufr4/3/12/020/7/006030
bufr4/3/12/020/8/102012,bufr4/3/12/020/8/102012
bufr4/3/12/020/9/005030,bufr4/3/12/020/9/005030
bufr4/3/12/020/10/021075,bufr4/3/12/020/10/021075
bufr4/3/12/020/11/021066,bufr4/3/12/020/11/021066
bufr4/3/12/021/1/301047,bufr4/3/12/021/1/301047
bufr4/3/12/021/2/101003,bufr4/3/12/021/2/101003
bufr4/3/12/021/3/301049,bufr4/3/12/021/3/301049
bufr4/3/12/021/4/011012,bufr4/3/12/021/4/011012
bufr4/3/12/021/5/011011,bufr4/3/12/021/5/011011
bufr4/3/12/021/6/021067,bufr4/3/12/021/6/021067
bufr4/3/12/022/1/301047,bufr4/3/12/022/1/301047
bufr4/3/12/022/2/008022,bufr4/3/12/022/2/008022
bufr4/3/12/022/3/011012,bufr4/3/12/022/3/011012
bufr4/3/12/022/4/011050,bufr4/3/12/022/4/011050
bufr4/3/12/022/5/022070,bufr4/3/12/022/5/022070
bufr4/3/12/022/6/022026,bufr4/3/12/022/6/022026
bufr4/3/12/022/7/312041,bufr4/3/12/022/7/312041
bufr4/3/12/022/8/010050,bufr4/3/12/022/8/010050
bufr4/3/12/022/9/021068,bufr4/3/12/022/9/021068
bufr4/3/12/022/10/021071,bufr4/3/12/022/10/021071
bufr4/3/12/022/11/021072,bufr4/3/12/022/11/021072
bufr4/3/12/022/12/021073,bufr4/3/12/022/12/021073
bufr4/3/12/022/13/312042,bufr4/3/12/022/13/312042
bufr4/3/12/022/14/021062,bufr4/3/12/022/14/021062
bufr4/3/12/022/15/015011,bufr4/3/12/022/15/015011
bufr4/3/12/023/1/301047,bufr4/3/12/023/1/301047
bufr4/3/12/023/2/103003,bufr4/3/12/023/2/103003
bufr4/3/12/023/3/008022,bufr4/3/12/023/3/008022
bufr4/3/12/023/4/012061,bufr4/3/12/023/4/012061
bufr4/3/12/023/5/022050,bufr4/3/12/023/5/022050
bufr4/3/12/023/6/021069,bufr4/3/12/023/6/021069
bufr4/3/12/023/7/021085,bufr4/3/12/023/7/021085
bufr4/3/12/024/1/312020,bufr4/3/12/024/1/312020
bufr4/3/12/024/4/008060,bufr4/3/12/024/2/008060
bufr4/3/12/024/2/008060,bufr4/3/12/024/3/008022
bufr4/3/12/024/3/008022,bufr4/3/12/024/4/008060
bufr4/3/12/024/6/025014,bufr4/3/12/024/5/008022
bufr4/3/12/024/7/022101,bufr4/3/12/024/6/025014
bufr4/3/12/024/8/022097,bufr4/3/12/024/7/022101
bufr4/3/12/024/9/022098,bufr4/3/12/024/8/022097
bufr4/3/12/024/10/022099,bufr4/3/12/024/9/022098
bufr4/3/12/024/11/022100,bufr4/3/12/024/10/022099
bufr4/3/12/025/1/312019,bufr4/3/12/024/11/022100
bufr4/3/12/025/2/008060,bufr4/3/12/025/1/312019
bufr4/3/12/025/3/008022,bufr4/3/12/025/2/008060
bufr4/3/12/025/4/008060,bufr4/3/12/025/3/008022
bufr4/3/12/025/5/008022,bufr4/3/12/025/4/008060
bufr4/3/12/025/6/025014,bufr4/3/12/025/5/008022
bufr4/3/12/025/7/022101,bufr4/3/12/025/6/025014
bufr4/3/12/025/8/022097,bufr4/3/12/025/7/022101
bufr4/3/12/025/9/022098,bufr4/3/12/025/8/022097
bufr4/3/12/025/10/022099,bufr4/3/12/025/9/022098
bufr4/3/12/025/11/022100,bufr4/3/12/025/10/022099
bufr4/3/12/026/1/301046,bufr4/3/12/025/11/022100
bufr4/3/12/026/2/301011,bufr4/3/12/026/1/301046
bufr4/3/12/026/3/301013,bufr4/3/12/026/2/301011
bufr4/3/12/026/4/301023,bufr4/3/12/026/3/301013
bufr4/3/12/026/5/312031,bufr4/3/12/026/4/301023
bufr4/3/12/026/6/101004,bufr4/3/12/026/5/312031
bufr4/3/12/026/7/312030,bufr4/3/12/026/6/101004
bufr4/3/12/026/8/021110,bufr4/3/12/026/7/312030
bufr4/3/12/026/9/301023,bufr4/3/12/026/8/021110
bufr4/3/12/026/10/321027,bufr4/3/12/026/9/301023
bufr4/3/12/026/11/021111,bufr4/3/12/026/10/321027
bufr4/3/12/026/12/301023,bufr4/3/12/026/11/021111
bufr4/3/12/026/13/321027,bufr4/3/12/026/12/301023
bufr4/3/12/026/14/021112,bufr4/3/12/026/13/321027
bufr4/3/12/026/15/301023,bufr4/3/12/026/14/021112
bufr4/3/12/026/16/321027,bufr4/3/12/026/15/301023
bufr4/3/12/026/17/021113,bufr4/3/12/026/16/321027
bufr4/3/12/026/18/301023,bufr4/3/12/026/17/021113
bufr4/3/12/026/19/321027,bufr4/3/12/026/18/301023
bufr4/3/12/027/1/301047,bufr4/3/12/026/19/321027
bufr4/3/12/027/2/105009,bufr4/3/12/027/1/301047
bufr4/3/12/027/3/301023,bufr4/3/12/027/2/105009
bufr4/3/12/027/4/007021,bufr4/3/12/027/3/301023
bufr4/3/12/027/5/012061,bufr4/3/12/027/4/007021
bufr4/3/12/027/6/007021,bufr4/3/12/027/5/012061
bufr4/3/12/027/7/012061,bufr4/3/12/027/6/007021
bufr4/3/12/027/8/021085,bufr4/3/12/027/7/012061
bufr4/3/12/027/9/021070,bufr4/3/12/027/8/021085
bufr4/3/12/028/1/301046,bufr4/3/12/027/9/021070
bufr4/3/12/028/2/301011,bufr4/3/12/028/1/301046
bufr4/3/12/028/3/301013,bufr4/3/12/028/2/301011
bufr4/3/12/028/4/301023,bufr4/3/12/028/3/301013
bufr4/3/12/028/5/008025,bufr4/3/12/028/4/301023
bufr4/3/12/028/6/201136,bufr4/3/12/028/5/008025
bufr4/3/12/028/7/004006,bufr4/3/12/028/6/201136
bufr4/3/12/028/8/201000,bufr4/3/12/028/7/004006
bufr4/3/12/028/9/312031,bufr4/3/12/028/8/201000
bufr4/3/12/028/10/312032,bufr4/3/12/028/9/312031
bufr4/3/12/028/11/101004,bufr4/3/12/028/10/312032
bufr4/3/12/028/12/312030,bufr4/3/12/028/11/101004
bufr4/3/12/028/13/101002,bufr4/3/12/028/12/312030
bufr4/3/12/028/14/312033,bufr4/3/12/028/13/101002
bufr4/3/12/028/15/021110,bufr4/3/12/028/14/312033
bufr4/3/12/028/16/301023,bufr4/3/12/028/15/021110
bufr4/3/12/028/17/321028,bufr4/3/12/028/16/301023
bufr4/3/12/028/18/021111,bufr4/3/12/028/17/321028
bufr4/3/12/028/19/301023,bufr4/3/12/028/18/021111
bufr4/3/12/028/20/321028,bufr4/3/12/028/19/301023
bufr4/3/12/028/21/021112,bufr4/3/12/028/20/321028
bufr4/3/12/028/22/301023,bufr4/3/12/028/21/021112
bufr4/3/12/028/23/321028,bufr4/3/12/028/22/301023
bufr4/3/12/028/24/021113,bufr4/3/12/028/23/321028
bufr4/3/12/028/25/301023,bufr4/3/12/028/24/021113
bufr4/3/12/028/26/321028,bufr4/3/12/028/25/301023
bufr4/3/12/029/1/301046,bufr4/3/12/028/26/321028
bufr4/3/12/029/2/301011,bufr4/3/12/029/1/301046
bufr4/3/12/029/3/301013,bufr4/3/12/029/2/301011
bufr4/3/12/029/4/301023,bufr4/3/12/029/3/301013
bufr4/3/12/029/5/008025,bufr4/3/12/029/4/301023
bufr4/3/12/029/6/201136,bufr4/3/12/029/5/008025
bufr4/3/12/029/7/004006,bufr4/3/12/029/6/201136
bufr4/3/12/029/8/201000,bufr4/3/12/029/7/004006
bufr4/3/12/029/9/005034,bufr4/3/12/029/8/201000
bufr4/3/12/029/10/201129,bufr4/3/12/029/9/005034
bufr4/3/12/029/11/006034,bufr4/3/12/029/10/201129
bufr4/3/12/029/12/201000,bufr4/3/12/029/11/006034
bufr4/3/12/029/13/033055,bufr4/3/12/029/12/201000
bufr4/3/12/029/14/011081,bufr4/3/12/029/13/033055
bufr4/3/12/029/15/011082,bufr4/3/12/029/14/011081
bufr4/3/12/029/16/021101,bufr4/3/12/029/15/011082
bufr4/3/12/029/17/021102,bufr4/3/12/029/16/021101
bufr4/3/12/029/18/021103,bufr4/3/12/029/17/021102
bufr4/3/12/029/19/312032,bufr4/3/12/029/18/021103
bufr4/3/12/029/20/101004,bufr4/3/12/029/19/312032
bufr4/3/12/029/21/312030,bufr4/3/12/029/20/101004
bufr4/3/12/029/22/101002,bufr4/3/12/029/21/312030
bufr4/3/12/029/23/312033,bufr4/3/12/029/22/101002
bufr4/3/12/029/24/021110,bufr4/3/12/029/23/312033
bufr4/3/12/029/25/301023,bufr4/3/12/029/24/021110
bufr4/3/12/029/26/321028,bufr4/3/12/029/25/301023
bufr4/3/12/029/27/021111,bufr4/3/12/029/26/321028
bufr4/3/12/029/28/301023,bufr4/3/12/029/27/021111
bufr4/3/12/029/29/321028,bufr4/3/12/029/28/301023
bufr4/3/12/029/30/021112,bufr4/3/12/029/29/321028
bufr4/3/12/029/31/301023,bufr4/3/12/029/30/021112
bufr4/3/12/029/32/321028,bufr4/3/12/029/31/301023
bufr4/3/12/029/33/021113,bufr4/3/12/029/32/321028
bufr4/3/12/029/34/301023,bufr4/3/12/029/33/021113
bufr4/3/12/029/35/321028,bufr4/3/12/029/34/301023
bufr4/3/12/030/1/201130,bufr4/3/12/029/35/321028
bufr4/3/12/030/2/202129,bufr4/3/12/030/1/201130
bufr4/3/12/030/3/011012,bufr4/3/12/030/2/202129
bufr4/3/12/030/4/202000,bufr4/3/12/030/3/011012
bufr4/3/12/030/5/201000,bufr4/3/12/030/4/202000
bufr4/3/12/030/6/011052,bufr4/3/12/030/5/201000
bufr4/3/12/030/7/201135,bufr4/3/12/030/6/011052
bufr4/3/12/030/8/202130,bufr4/3/12/030/7/201135
bufr4/3/12/030/9/011011,bufr4/3/12/030/8/202130
bufr4/3/12/030/10/202000,bufr4/3/12/030/9/011011
bufr4/3/12/030/11/201000,bufr4/3/12/030/10/202000
bufr4/3/12/030/12/011053,bufr4/3/12/030/11/201000
bufr4/3/12/030/13/021104,bufr4/3/12/030/12/011053
bufr4/3/12/031/1/005034,bufr4/3/12/030/13/021104
bufr4/3/12/031/2/006034,bufr4/3/12/031/1/005034
bufr4/3/12/031/3/021109,bufr4/3/12/031/2/006034
bufr4/3/12/031/4/011081,bufr4/3/12/031/3/021109
bufr4/3/12/031/5/011082,bufr4/3/12/031/4/011081
bufr4/3/12/031/6/021101,bufr4/3/12/031/5/011082
bufr4/3/12/031/7/021102,bufr4/3/12/031/6/021101
bufr4/3/12/031/8/021103,bufr4/3/12/031/7/021102
bufr4/3/12/032/1/021120,bufr4/3/12/031/8/021103
bufr4/3/12/032/2/021121,bufr4/3/12/032/1/021120
bufr4/3/12/032/3/013055,bufr4/3/12/032/2/021121
bufr4/3/12/032/4/021122,bufr4/3/12/032/3/013055
bufr4/3/12/033/1/002104,bufr4/3/12/032/4/021122
bufr4/3/12/033/2/008022,bufr4/3/12/033/1/002104
bufr4/3/12/033/3/012063,bufr4/3/12/033/2/008022
bufr4/3/12/033/4/012065,bufr4/3/12/033/3/012063
bufr4/3/12/034/1/301046,bufr4/3/12/033/4/012065
bufr4/3/12/034/2/301011,bufr4/3/12/034/1/301046
bufr4/3/12/034/3/301013,bufr4/3/12/034/2/301011
bufr4/3/12/034/4/301023,bufr4/3/12/034/3/301013
bufr4/3/12/034/5/008025,bufr4/3/12/034/4/301023
bufr4/3/12/034/6/201136,bufr4/3/12/034/5/008025
bufr4/3/12/034/7/004006,bufr4/3/12/034/6/201136
bufr4/3/12/034/8/201000,bufr4/3/12/034/7/004006
bufr4/3/12/034/9/312031,bufr4/3/12/034/8/201000
bufr4/3/12/034/10/312032,bufr4/3/12/034/9/312031
bufr4/3/12/034/11/101004,bufr4/3/12/034/10/312032
bufr4/3/12/034/12/312030,bufr4/3/12/034/11/101004
bufr4/3/12/034/13/101002,bufr4/3/12/034/12/312030
bufr4/3/12/034/14/312033,bufr4/3/12/034/13/101002
bufr4/3/12/034/15/103018,bufr4/3/12/034/14/312033
bufr4/3/12/034/16/021110,bufr4/3/12/034/15/103018
bufr4/3/12/034/17/301023,bufr4/3/12/034/16/021110
bufr4/3/12/034/18/321028,bufr4/3/12/034/17/301023
bufr4/3/12/035/1/001007,bufr4/3/12/034/18/321028
bufr4/3/12/035/2/001031,bufr4/3/12/035/1/001007
bufr4/3/12/035/3/002048,bufr4/3/12/035/2/001031
bufr4/3/12/035/4/202124,bufr4/3/12/035/3/002048
bufr4/3/12/035/5/002026,bufr4/3/12/035/4/202124
bufr4/3/12/035/6/002027,bufr4/3/12/035/5/002026
bufr4/3/12/035/7/202000,bufr4/3/12/035/6/002027
bufr4/3/12/035/8/005040,bufr4/3/12/035/7/202000
bufr4/3/12/035/9/004001,bufr4/3/12/035/8/005040
bufr4/3/12/035/10/004002,bufr4/3/12/035/9/004001
bufr4/3/12/035/11/004003,bufr4/3/12/035/10/004002
bufr4/3/12/035/12/004004,bufr4/3/12/035/11/004003
bufr4/3/12/035/13/004005,bufr4/3/12/035/12/004004
bufr4/3/12/035/14/004006,bufr4/3/12/035/13/004005
bufr4/3/12/035/15/005002,bufr4/3/12/035/14/004006
bufr4/3/12/035/16/006002,bufr4/3/12/035/15/005002
bufr4/3/12/035/17/005034,bufr4/3/12/035/16/006002
bufr4/3/12/035/18/006031,bufr4/3/12/035/17/005034
bufr4/3/12/035/19/201129,bufr4/3/12/035/18/006031
bufr4/3/12/035/20/006034,bufr4/3/12/035/19/201129
bufr4/3/12/035/21/201000,bufr4/3/12/035/20/006034
bufr4/3/12/035/22/005021,bufr4/3/12/035/21/201000
bufr4/3/12/035/23/002111,bufr4/3/12/035/22/005021
bufr4/3/12/035/24/012063,bufr4/3/12/035/23/002111
bufr4/3/12/035/25/021095,bufr4/3/12/035/24/012063
bufr4/3/12/035/26/021096,bufr4/3/12/035/25/021095
bufr4/3/12/035/27/021097,bufr4/3/12/035/26/021096
bufr4/3/12/035/28/021030,bufr4/3/12/035/27/021097
bufr4/3/12/035/29/021105,bufr4/3/12/035/28/021030
bufr4/3/12/035/30/033056,bufr4/3/12/035/29/021105
bufr4/3/12/041/1/201141,bufr4/3/12/035/30/033056
bufr4/3/12/041/2/202130,bufr4/3/12/041/1/201141
bufr4/3/12/041/3/007001,bufr4/3/12/041/2/202130
bufr4/3/12/041/4/201000,bufr4/3/12/041/3/007001
bufr4/3/12/041/5/202000,bufr4/3/12/041/4/201000
bufr4/3/12/042/1/021077,bufr4/3/12/041/5/202000
bufr4/3/12/042/2/021078,bufr4/3/12/042/1/021077
bufr4/3/12/042/3/021079,bufr4/3/12/042/2/021078
bufr4/3/12/042/4/021080,bufr4/3/12/042/3/021079
bufr4/3/12/042/5/021081,bufr4/3/12/042/4/021080
bufr4/3/12/042/6/021082,bufr4/3/12/042/5/021081
bufr4/3/12/045/1/001007,bufr4/3/12/042/6/021082
bufr4/3/12/045/2/002019,bufr4/3/12/045/1/001007
bufr4/3/12/045/3/001096,bufr4/3/12/045/2/002019
bufr4/3/12/045/4/025061,bufr4/3/12/045/3/001096
bufr4/3/12/045/5/005040,bufr4/3/12/045/4/025061
bufr4/3/12/045/6/301011,bufr4/3/12/045/5/005040
bufr4/3/12/045/7/301013,bufr4/3/12/045/6/301011
bufr4/3/12/045/8/301021,bufr4/3/12/045/7/301013
bufr4/3/12/045/9/007002,bufr4/3/12/045/8/301021
bufr4/3/12/045/10/012180,bufr4/3/12/045/9/007002
bufr4/3/12/045/11/012181,bufr4/3/12/045/10/012180
bufr4/3/12/045/12/012182,bufr4/3/12/045/11/012181
bufr4/3/12/045/13/012183,bufr4/3/12/045/12/012182
bufr4/3/12/045/14/012184,bufr4/3/12/045/13/012183
bufr4/3/12/045/15/012185,bufr4/3/12/045/14/012184
bufr4/3/12/045/16/002174,bufr4/3/12/045/15/012185
bufr4/3/12/045/17/021086,bufr4/3/12/045/16/002174
bufr4/3/12/045/18/012186,bufr4/3/12/045/17/021086
bufr4/3/12/045/19/021087,bufr4/3/12/045/18/012186
bufr4/3/12/045/20/012187,bufr4/3/12/045/19/021087
bufr4/3/12/045/21/033043,bufr4/3/12/045/20/012187
bufr4/3/12/050/1/001007,bufr4/3/12/045/21/033043
bufr4/3/12/050/2/002019,bufr4/3/12/050/1/001007
bufr4/3/12/050/3/001096,bufr4/3/12/050/2/002019
bufr4/3/12/050/4/025061,bufr4/3/12/050/3/001096
bufr4/3/12/050/5/005040,bufr4/3/12/050/4/025061
bufr4/3/12/050/6/301011,bufr4/3/12/050/5/005040
bufr4/3/12/050/7/301013,bufr4/3/12/050/6/301011
bufr4/3/12/050/8/301021,bufr4/3/12/050/7/301013
bufr4/3/12/050/9/007025,bufr4/3/12/050/8/301021
bufr4/3/12/050/10/005022,bufr4/3/12/050/9/007025
bufr4/3/12/050/11/010080,bufr4/3/12/050/10/005022
bufr4/3/12/050/12/027080,bufr4/3/12/050/11/010080
bufr4/3/12/050/13/008003,bufr4/3/12/050/12/027080
bufr4/3/12/050/14/007004,bufr4/3/12/050/13/008003
bufr4/3/12/050/15/013093,bufr4/3/12/050/14/007004
bufr4/3/12/050/16/008003,bufr4/3/12/050/15/013093
bufr4/3/12/050/17/201131,bufr4/3/12/050/16/008003
bufr4/3/12/050/18/202129,bufr4/3/12/050/17/201131
bufr4/3/12/050/19/007004,bufr4/3/12/050/18/202129
bufr4/3/12/050/20/007004,bufr4/3/12/050/19/007004
bufr4/3/12/050/21/202000,bufr4/3/12/050/20/007004
bufr4/3/12/050/22/201000,bufr4/3/12/050/21/202000
bufr4/3/12/050/23/013095,bufr4/3/12/050/22/201000
bufr4/3/12/051/1/001007,bufr4/3/12/050/23/013095
bufr4/3/12/051/2/002019,bufr4/3/12/051/1/001007
bufr4/3/12/051/3/001096,bufr4/3/12/051/2/002019
bufr4/3/12/051/4/025061,bufr4/3/12/051/3/001096
bufr4/3/12/051/5/005040,bufr4/3/12/051/4/025061
bufr4/3/12/051/6/008075,bufr4/3/12/051/5/005040
bufr4/3/12/051/7/301011,bufr4/3/12/051/6/008075
bufr4/3/12/051/8/301013,bufr4/3/12/051/7/301011
bufr4/3/12/051/9/301021,bufr4/3/12/051/8/301013
bufr4/3/12/051/10/001012,bufr4/3/12/051/9/301021
bufr4/3/12/051/11/201131,bufr4/3/12/051/10/001012
bufr4/3/12/051/12/001013,bufr4/3/12/051/11/201131
bufr4/3/12/051/13/201000,bufr4/3/12/051/12/001013
bufr4/3/12/051/14/010032,bufr4/3/12/051/13/201000
bufr4/3/12/051/15/010033,bufr4/3/12/051/14/010032
bufr4/3/12/051/16/010034,bufr4/3/12/051/15/010033
bufr4/3/12/051/17/007002,bufr4/3/12/051/16/010034
bufr4/3/12/051/18/008012,bufr4/3/12/051/17/007002
bufr4/3/12/051/19/025110,bufr4/3/12/051/18/008012
bufr4/3/12/051/20/025111,bufr4/3/12/051/19/025110
bufr4/3/12/051/21/025102,bufr4/3/12/051/20/025111
bufr4/3/12/051/22/002104,bufr4/3/12/051/21/025102
bufr4/3/12/051/23/025103,bufr4/3/12/051/22/002104
bufr4/3/12/051/24/025104,bufr4/3/12/051/23/025103
bufr4/3/12/051/25/025105,bufr4/3/12/051/24/025104
bufr4/3/12/051/26/025106,bufr4/3/12/051/25/025105
bufr4/3/12/051/27/025107,bufr4/3/12/051/26/025106
bufr4/3/12/051/28/025108,bufr4/3/12/051/27/025107
bufr4/3/12/051/29/002111,bufr4/3/12/051/28/025108
bufr4/3/12/051/30/002121,bufr4/3/12/051/29/002111
bufr4/3/12/051/31/002026,bufr4/3/12/051/30/002121
bufr4/3/12/051/32/002027,bufr4/3/12/051/31/002026
bufr4/3/12/051/33/021130,bufr4/3/12/051/32/002027
bufr4/3/12/051/34/021131,bufr4/3/12/051/33/021130
bufr4/3/12/051/35/021132,bufr4/3/12/051/34/021131
bufr4/3/12/051/36/021133,bufr4/3/12/051/35/021132
bufr4/3/12/051/37/021064,bufr4/3/12/051/36/021133
bufr4/3/12/051/38/025014,bufr4/3/12/051/37/021064
bufr4/3/12/051/39/021134,bufr4/3/12/051/38/025014
bufr4/3/12/051/40/107018,bufr4/3/12/051/39/021134
bufr4/3/12/051/41/005030,bufr4/3/12/051/40/107018
bufr4/3/12/051/42/105024,bufr4/3/12/051/41/005030
bufr4/3/12/051/43/201130,bufr4/3/12/051/42/105024
bufr4/3/12/051/44/006030,bufr4/3/12/051/43/201130
bufr4/3/12/051/45/201000,bufr4/3/12/051/44/006030
bufr4/3/12/051/46/021135,bufr4/3/12/051/45/201000
bufr4/3/12/051/47/021136,bufr4/3/12/051/46/021135
bufr4/3/12/051/48/033044,bufr4/3/12/051/47/021136
bufr4/3/12/052/1/001007,bufr4/3/12/051/48/033044
bufr4/3/12/052/2/002019,bufr4/3/12/052/1/001007
bufr4/3/12/052/3/001096,bufr4/3/12/052/2/002019
bufr4/3/12/052/4/025061,bufr4/3/12/052/3/001096
bufr4/3/12/052/5/005040,bufr4/3/12/052/4/025061
bufr4/3/12/052/6/025120,bufr4/3/12/052/5/005040
bufr4/3/12/052/7/025121,bufr4/3/12/052/6/025120
bufr4/3/12/052/8/025124,bufr4/3/12/052/7/025121
bufr4/3/12/052/9/025125,bufr4/3/12/052/8/025124
bufr4/3/12/052/10/025122,bufr4/3/12/052/9/025125
bufr4/3/12/052/11/025123,bufr4/3/12/052/10/025122
bufr4/3/12/052/12/301011,bufr4/3/12/052/11/025123
bufr4/3/12/052/13/301013,bufr4/3/12/052/12/301011
bufr4/3/12/052/14/301021,bufr4/3/12/052/13/301013
bufr4/3/12/052/15/007002,bufr4/3/12/052/14/301021
bufr4/3/12/052/16/002119,bufr4/3/12/052/15/007002
bufr4/3/12/052/17/033047,bufr4/3/12/052/16/002119
bufr4/3/12/052/18/010081,bufr4/3/12/052/17/033047
bufr4/3/12/052/19/010082,bufr4/3/12/052/18/010081
