Id_es,Id_en
bufr4/3/07/016/3/020020,bufr4/3/07/016/3/020020
bufr4/3/07/017/1/101000,bufr4/3/07/017/1/101000
bufr4/3/07/017/2/031001,bufr4/3/07/017/2/031001
bufr4/3/07/017/3/011070,bufr4/3/07/017/3/011070
bufr4/3/07/018/1/008016,bufr4/3/07/018/1/008016
bufr4/3/07/018/2/102000,bufr4/3/07/018/2/102000
bufr4/3/07/018/3/031001,bufr4/3/07/018/3/031001
bufr4/3/07/018/4/008017,bufr4/3/07/018/4/008017
bufr4/3/07/018/5/301012,bufr4/3/07/018/5/301012
bufr4/3/07/018/6/104000,bufr4/3/07/018/6/104000
bufr4/3/07/018/7/031001,bufr4/3/07/018/7/031001
bufr4/3/07/018/8/007006,bufr4/3/07/018/8/007006
bufr4/3/07/018/9/011001,bufr4/3/07/018/9/011001
bufr4/3/07/018/10/011002,bufr4/3/07/018/10/011002
bufr4/3/07/018/11/011041,bufr4/3/07/018/11/011041
bufr4/3/07/018/12/020009,bufr4/3/07/018/12/020009
bufr4/3/07/018/13/101000,bufr4/3/07/018/13/101000
bufr4/3/07/018/14/031001,bufr4/3/07/018/14/031001
bufr4/3/07/018/15/020001,bufr4/3/07/018/15/020001
bufr4/3/07/018/16/307014,bufr4/3/07/018/16/307014
bufr4/3/07/020/1/307011,bufr4/3/07/020/1/307011
bufr4/3/07/020/2/307014,bufr4/3/07/020/2/307014
bufr4/3/07/020/3/307016,bufr4/3/07/020/3/307016
bufr4/3/07/021/1/307011,bufr4/3/07/021/1/307011
bufr4/3/07/021/2/307012,bufr4/3/07/021/2/307012
bufr4/3/07/021/3/307013,bufr4/3/07/021/3/307013
bufr4/3/07/021/4/307014,bufr4/3/07/021/4/307014
bufr4/3/07/021/5/307015,bufr4/3/07/021/5/307015
bufr4/3/07/021/6/307016,bufr4/3/07/021/6/307016
bufr4/3/07/021/7/307017,bufr4/3/07/021/7/307017
bufr4/3/07/021/8/307018,bufr4/3/07/021/8/307018
bufr4/3/07/021/9/307015,bufr4/3/07/021/9/307015
bufr4/3/07/022/1/001015,bufr4/3/07/022/1/001015
bufr4/3/07/022/2/301011,bufr4/3/07/022/2/301011
bufr4/3/07/022/3/301012,bufr4/3/07/022/3/301012
bufr4/3/07/022/4/301022,bufr4/3/07/022/4/301022
bufr4/3/07/022/5/008021,bufr4/3/07/022/5/008021
bufr4/3/07/022/6/004025,bufr4/3/07/022/6/004025
bufr4/3/07/022/7/010004,bufr4/3/07/022/7/010004
bufr4/3/07/022/8/012001,bufr4/3/07/022/8/012001
bufr4/3/07/022/9/013003,bufr4/3/07/022/9/013003
bufr4/3/07/022/10/033038,bufr4/3/07/022/10/033038
bufr4/3/07/022/11/008022,bufr4/3/07/022/11/008022
bufr4/3/07/022/12/106025,bufr4/3/07/022/12/106025
bufr4/3/07/022/13/002020,bufr4/3/07/022/13/002020
bufr4/3/07/022/14/001050,bufr4/3/07/022/14/001050
bufr4/3/07/022/15/005021,bufr4/3/07/022/15/005021
bufr4/3/07/022/16/007021,bufr4/3/07/022/16/007021
bufr4/3/07/022/17/015031,bufr4/3/07/022/17/015031
bufr4/3/07/022/18/015032,bufr4/3/07/022/18/015032
bufr4/3/07/022/19/008060,bufr4/3/07/022/19/008060
bufr4/3/07/022/20/015033,bufr4/3/07/022/20/015033
bufr4/3/07/022/21/015034,bufr4/3/07/022/21/015034
bufr4/3/07/022/22/008060,bufr4/3/07/022/22/008060
bufr4/3/07/022/23/015033,bufr4/3/07/022/23/015033
bufr4/3/07/022/24/015034,bufr4/3/07/022/24/015034
bufr4/3/07/022/25/015035,bufr4/3/07/022/25/015035
bufr4/3/07/022/26/201131,bufr4/3/07/022/26/201131
bufr4/3/07/022/27/202129,bufr4/3/07/022/27/202129
bufr4/3/07/022/28/013016,bufr4/3/07/022/28/013016
bufr4/3/07/022/29/202000,bufr4/3/07/022/29/202000
bufr4/3/07/022/30/201000,bufr4/3/07/022/30/201000
bufr4/3/07/022/31/015011,bufr4/3/07/022/31/015011
bufr4/3/07/024/1/301150,bufr4/3/07/024/1/301150
bufr4/3/07/024/2/001015,bufr4/3/07/024/2/001015
bufr4/3/07/024/3/001040,bufr4/3/07/024/3/001040
bufr4/3/07/024/4/008021,bufr4/3/07/024/4/008021
bufr4/3/07/024/5/301011,bufr4/3/07/024/5/301011
bufr4/3/07/024/6/301013,bufr4/3/07/024/6/301013
bufr4/3/07/024/7/301022,bufr4/3/07/024/7/301022
bufr4/3/07/024/8/010036,bufr4/3/07/024/8/010036
bufr4/3/07/024/9/025061,bufr4/3/07/024/9/025061
bufr4/3/07/024/10/010004,bufr4/3/07/024/10/010004
bufr4/3/07/024/11/012001,bufr4/3/07/024/11/012001
bufr4/3/07/024/12/013003,bufr4/3/07/024/12/013003
bufr4/3/07/024/13/120000,bufr4/3/07/024/13/120000
bufr4/3/07/024/14/031000,bufr4/3/07/024/14/031000
bufr4/3/07/024/15/025060,bufr4/3/07/024/15/025060
bufr4/3/07/024/16/008021,bufr4/3/07/024/16/008021
bufr4/3/07/024/17/004025,bufr4/3/07/024/17/004025
bufr4/3/07/024/18/115000,bufr4/3/07/024/18/115000
bufr4/3/07/024/19/031001,bufr4/3/07/024/19/031001
bufr4/3/07/024/20/015079,bufr4/3/07/024/20/015079
bufr4/3/07/024/21/015080,bufr4/3/07/024/21/015080
bufr4/3/07/024/22/008022,bufr4/3/07/024/22/008022
bufr4/3/07/024/23/033093,bufr4/3/07/024/23/033093
bufr4/3/07/024/24/015089,bufr4/3/07/024/24/015089
bufr4/3/07/024/25/015035,bufr4/3/07/024/25/015035
bufr4/3/07/024/26/102002,bufr4/3/07/024/26/102002
bufr4/3/07/024/27/008060,bufr4/3/07/024/27/008060
bufr4/3/07/024/28/015083,bufr4/3/07/024/28/015083
bufr4/3/07/024/29/201131,bufr4/3/07/024/29/201131
bufr4/3/07/024/30/202129,bufr4/3/07/024/30/202129
bufr4/3/07/024/31/013016,bufr4/3/07/024/31/013016
bufr4/3/07/024/32/202000,bufr4/3/07/024/32/202000
bufr4/3/07/024/33/201000,bufr4/3/07/024/33/201000
bufr4/3/07/024/34/015011,bufr4/3/07/024/34/015011
bufr4/3/07/024/35/131000,bufr4/3/07/024/35/131000
bufr4/3/07/024/36/031000,bufr4/3/07/024/36/031000
bufr4/3/07/024/37/025060,bufr4/3/07/024/37/025060
bufr4/3/07/024/38/008021,bufr4/3/07/024/38/008021
bufr4/3/07/024/39/004025,bufr4/3/07/024/39/004025
bufr4/3/07/024/40/033093,bufr4/3/07/024/40/033093
bufr4/3/07/024/41/125000,bufr4/3/07/024/41/125000
bufr4/3/07/024/42/031001,bufr4/3/07/024/42/031001
bufr4/3/07/024/43/002020,bufr4/3/07/024/43/002020
bufr4/3/07/024/44/001050,bufr4/3/07/024/44/001050
bufr4/3/07/024/45/001150,bufr4/3/07/024/45/001150
bufr4/3/07/024/46/202127,bufr4/3/07/024/46/202127
bufr4/3/07/024/47/304030,bufr4/3/07/024/47/304030
bufr4/3/07/024/48/202000,bufr4/3/07/024/48/202000
bufr4/3/07/024/49/005021,bufr4/3/07/024/49/005021
bufr4/3/07/024/50/007021,bufr4/3/07/024/50/007021
bufr4/3/07/024/51/015038,bufr4/3/07/024/51/015038
bufr4/3/07/024/52/015039,bufr4/3/07/024/52/015039
bufr4/3/07/024/53/015090,bufr4/3/07/024/53/015090
bufr4/3/07/024/54/015081,bufr4/3/07/024/54/015081
bufr4/3/07/024/55/015082,bufr4/3/07/024/55/015082
bufr4/3/07/024/56/015079,bufr4/3/07/024/56/015079
bufr4/3/07/024/57/015089,bufr4/3/07/024/57/015089
bufr4/3/07/024/58/015035,bufr4/3/07/024/58/015035
bufr4/3/07/024/59/102002,bufr4/3/07/024/59/102002
bufr4/3/07/024/60/008060,bufr4/3/07/024/60/008060
bufr4/3/07/024/61/015083,bufr4/3/07/024/61/015083
bufr4/3/07/022/32/015084,bufr4/3/07/022/32/015084
bufr4/3/07/022/33/015085,bufr4/3/07/022/33/015085
bufr4/3/07/022/34/015086,bufr4/3/07/022/34/015086
bufr4/3/07/022/35/015087,bufr4/3/07/022/35/015087
bufr4/3/07/022/36/015088,bufr4/3/07/022/36/015088
bufr4/3/07/022/37/015011,bufr4/3/07/022/37/015011
bufr4/3/07/030/1/015001,bufr4/3/07/030/1/015001
bufr4/3/07/030/2/015002,bufr4/3/07/030/2/015002
bufr4/3/07/031/1/008022,bufr4/3/07/031/1/008022
bufr4/3/07/031/2/008023,bufr4/3/07/031/2/008023
bufr4/3/07/031/3/015001,bufr4/3/07/031/3/015001
bufr4/3/07/031/4/008023,bufr4/3/07/031/4/008023
bufr4/3/07/031/5/015001,bufr4/3/07/031/5/015001
bufr4/3/07/031/6/008023,bufr4/3/07/031/6/008023
bufr4/3/07/031/7/015002,bufr4/3/07/031/7/015002
bufr4/3/07/041/1/301001,bufr4/3/07/041/1/301001
bufr4/3/07/041/2/001015,bufr4/3/07/041/2/001015
bufr4/3/07/041/3/301024,bufr4/3/07/041/3/301024
bufr4/3/07/041/4/301011,bufr4/3/07/041/4/301011
bufr4/3/07/041/5/301012,bufr4/3/07/041/5/301012
bufr4/3/07/041/6/301070,bufr4/3/07/041/6/301070
bufr4/3/07/041/7/307030,bufr4/3/07/041/7/307030
bufr4/3/07/042/1/301001,bufr4/3/07/042/1/301001
bufr4/3/07/042/2/001015,bufr4/3/07/042/2/001015
bufr4/3/07/042/3/301024,bufr4/3/07/042/3/301024
bufr4/3/07/042/4/301011,bufr4/3/07/042/4/301011
bufr4/3/07/042/5/301012,bufr4/3/07/042/5/301012
bufr4/3/07/042/6/008021,bufr4/3/07/042/6/008021
bufr4/3/07/042/7/004025,bufr4/3/07/042/7/004025
bufr4/3/07/042/8/301070,bufr4/3/07/042/8/301070
bufr4/3/07/042/9/307031,bufr4/3/07/042/9/307031
bufr4/3/07/043/1/301001,bufr4/3/07/043/1/301001
bufr4/3/07/043/2/001015,bufr4/3/07/043/2/001015
bufr4/3/07/043/3/301024,bufr4/3/07/043/3/301024
bufr4/3/07/043/4/301011,bufr4/3/07/043/4/301011
bufr4/3/07/043/5/301012,bufr4/3/07/043/5/301012
bufr4/3/07/043/6/301074,bufr4/3/07/043/6/301074
bufr4/3/07/043/7/307030,bufr4/3/07/043/7/307030
bufr4/3/07/044/1/301001,bufr4/3/07/044/1/301001
bufr4/3/07/044/2/001015,bufr4/3/07/044/2/001015
bufr4/3/07/044/3/301024,bufr4/3/07/044/3/301024
bufr4/3/07/044/4/301011,bufr4/3/07/044/4/301011
bufr4/3/07/044/5/301012,bufr4/3/07/044/5/301012
bufr4/3/07/044/6/008021,bufr4/3/07/044/6/008021
bufr4/3/07/044/7/004025,bufr4/3/07/044/7/004025
bufr4/3/07/044/8/301074,bufr4/3/07/044/8/301074
bufr4/3/07/044/9/307031,bufr4/3/07/044/9/307031
bufr4/3/07/045/1/001063,bufr4/3/07/045/1/001063
bufr4/3/07/045/2/008079,bufr4/3/07/045/2/008079
bufr4/3/07/045/3/002001,bufr4/3/07/045/3/002001
bufr4/3/07/045/4/301011,bufr4/3/07/045/4/301011
bufr4/3/07/045/5/301012,bufr4/3/07/045/5/301012
bufr4/3/07/045/6/301023,bufr4/3/07/045/6/301023
bufr4/3/07/045/7/007030,bufr4/3/07/045/7/007030
bufr4/3/07/045/8/007031,bufr4/3/07/045/8/007031
bufr4/3/07/045/9/007032,bufr4/3/07/045/9/007032
bufr4/3/07/045/10/011001,bufr4/3/07/045/10/011001
bufr4/3/07/045/11/011016,bufr4/3/07/045/11/011016
bufr4/3/07/045/12/011017,bufr4/3/07/045/12/011017
bufr4/3/07/045/13/008054,bufr4/3/07/045/13/008054
bufr4/3/07/045/14/011083,bufr4/3/07/045/14/011083
bufr4/3/07/045/15/011084,bufr4/3/07/045/15/011084
bufr4/3/07/045/16/011002,bufr4/3/07/045/16/011002
bufr4/3/07/045/17/008054,bufr4/3/07/045/17/008054
bufr4/3/07/045/18/011085,bufr4/3/07/045/18/011085
bufr4/3/07/045/19/011086,bufr4/3/07/045/19/011086
bufr4/3/07/045/20/011041,bufr4/3/07/045/20/011041
bufr4/3/07/045/21/008054,bufr4/3/07/045/21/008054
bufr4/3/07/045/22/007032,bufr4/3/07/045/22/007032
bufr4/3/07/045/23/012023,bufr4/3/07/045/23/012023
bufr4/3/07/045/24/012024,bufr4/3/07/045/24/012024
bufr4/3/07/045/25/007032,bufr4/3/07/045/25/007032
bufr4/3/07/045/26/010052,bufr4/3/07/045/26/010052
bufr4/3/07/045/27/020009,bufr4/3/07/045/27/020009
bufr4/3/07/046/1/020060,bufr4/3/07/046/1/020060
bufr4/3/07/046/2/102000,bufr4/3/07/046/2/102000
bufr4/3/07/046/3/031001,bufr4/3/07/046/3/031001
bufr4/3/07/046/4/005021,bufr4/3/07/046/4/005021
bufr4/3/07/046/5/020059,bufr4/3/07/046/5/020059
bufr4/3/07/047/1/105000,bufr4/3/07/047/1/105000
bufr4/3/07/047/2/031001,bufr4/3/07/047/2/031001
bufr4/3/07/047/3/008002,bufr4/3/07/047/3/008002
bufr4/3/07/047/4/020011,bufr4/3/07/047/4/020011
bufr4/3/07/047/5/020012,bufr4/3/07/047/5/020012
bufr4/3/07/047/6/020013,bufr4/3/07/047/6/020013
bufr4/3/07/047/7/020092,bufr4/3/07/047/7/020092
bufr4/3/07/047/8/020002,bufr4/3/07/047/8/020002
bufr4/3/07/047/9/020091,bufr4/3/07/047/9/020091
bufr4/3/07/048/1/008016,bufr4/3/07/048/1/008016
bufr4/3/07/048/2/102000,bufr4/3/07/048/2/102000
bufr4/3/07/048/3/031001,bufr4/3/07/048/3/031001
bufr4/3/07/048/4/008017,bufr4/3/07/048/4/008017
bufr4/3/07/048/5/301012,bufr4/3/07/048/5/301012
bufr4/3/07/048/6/112000,bufr4/3/07/048/6/112000
bufr4/3/07/048/7/031000,bufr4/3/07/048/7/031000
bufr4/3/07/048/8/007032,bufr4/3/07/048/8/007032
bufr4/3/07/048/9/011001,bufr4/3/07/048/9/011001
bufr4/3/07/048/10/008054,bufr4/3/07/048/10/008054
bufr4/3/07/048/11/011083,bufr4/3/07/048/11/011083
bufr4/3/07/048/12/011084,bufr4/3/07/048/12/011084
bufr4/3/07/048/13/011002,bufr4/3/07/048/13/011002
bufr4/3/07/048/14/008054,bufr4/3/07/048/14/008054
bufr4/3/07/048/15/011085,bufr4/3/07/048/15/011085
bufr4/3/07/048/16/011086,bufr4/3/07/048/16/011086
bufr4/3/07/048/17/011041,bufr4/3/07/048/17/011041
bufr4/3/07/048/18/008054,bufr4/3/07/048/18/008054
bufr4/3/07/048/19/007032,bufr4/3/07/048/19/007032
bufr4/3/07/048/20/020009,bufr4/3/07/048/20/020009
bufr4/3/07/048/21/101000,bufr4/3/07/048/21/101000
bufr4/3/07/048/22/031000,bufr4/3/07/048/22/031000
bufr4/3/07/048/23/020060,bufr4/3/07/048/23/020060
bufr4/3/07/048/24/307014,bufr4/3/07/048/24/307014
bufr4/3/07/048/25/307047,bufr4/3/07/048/25/307047
bufr4/3/07/049/1/102000,bufr4/3/07/049/1/102000
bufr4/3/07/049/2/031000,bufr4/3/07/049/2/031000
bufr4/3/07/049/3/022043,bufr4/3/07/049/3/022043
bufr4/3/07/049/4/022021,bufr4/3/07/049/4/022021
bufr4/3/07/050/1/101000,bufr4/3/07/050/1/101000
bufr4/3/07/050/2/031000,bufr4/3/07/050/2/031000
bufr4/3/07/050/3/020085,bufr4/3/07/050/3/020085
bufr4/3/07/050/4/102000,bufr4/3/07/050/4/102000
bufr4/3/07/050/5/031001,bufr4/3/07/050/5/031001
bufr4/3/07/050/6/001064,bufr4/3/07/050/6/001064
bufr4/3/07/050/7/020085,bufr4/3/07/050/7/020085
bufr4/3/07/050/8/105000,bufr4/3/07/050/8/105000
bufr4/3/07/050/9/031001,bufr4/3/07/050/9/031001
bufr4/3/07/050/10/001064,bufr4/3/07/050/10/001064
bufr4/3/07/050/11/020086,bufr4/3/07/050/11/020086
bufr4/3/07/050/12/020087,bufr4/3/07/050/12/020087
bufr4/3/07/050/13/020088,bufr4/3/07/050/13/020088
bufr4/3/07/050/14/020089,bufr4/3/07/050/14/020089
bufr4/3/07/051/1/307045,bufr4/3/07/051/1/307045
bufr4/3/07/051/2/307046,bufr4/3/07/051/2/307046
bufr4/3/07/051/3/307013,bufr4/3/07/051/3/307013
bufr4/3/07/051/4/307014,bufr4/3/07/051/4/307014
bufr4/3/07/051/5/307047,bufr4/3/07/051/5/307047
bufr4/3/07/051/6/307016,bufr4/3/07/051/6/307016
bufr4/3/07/051/7/307017,bufr4/3/07/051/7/307017
bufr4/3/07/051/8/307049,bufr4/3/07/051/8/307049
bufr4/3/07/051/9/307050,bufr4/3/07/051/9/307050
bufr4/3/07/051/10/101000,bufr4/3/07/051/10/101000
bufr4/3/07/051/11/031001,bufr4/3/07/051/11/031001
bufr4/3/07/051/12/307048,bufr4/3/07/051/12/307048
bufr4/3/07/052/1/001063,bufr4/3/07/052/1/001063
bufr4/3/07/052/2/008039,bufr4/3/07/052/2/008039
bufr4/3/07/052/3/301011,bufr4/3/07/052/3/301011
bufr4/3/07/052/4/301012,bufr4/3/07/052/4/301012
bufr4/3/07/052/5/008079,bufr4/3/07/052/5/008079
bufr4/3/07/052/6/008039,bufr4/3/07/052/6/008039
bufr4/3/07/052/7/301011,bufr4/3/07/052/7/301011
bufr4/3/07/052/8/301012,bufr4/3/07/052/8/301012
bufr4/3/07/052/9/008039,bufr4/3/07/052/9/008039
bufr4/3/07/052/10/301011,bufr4/3/07/052/10/301011
bufr4/3/07/052/11/301012,bufr4/3/07/052/11/301012
bufr4/3/07/052/12/301023,bufr4/3/07/052/12/301023
bufr4/3/07/052/13/007030,bufr4/3/07/052/13/007030
bufr4/3/07/052/14/007031,bufr4/3/07/052/14/007031
bufr4/3/07/053/1/007032,bufr4/3/07/053/1/007032
bufr4/3/07/053/2/011001,bufr4/3/07/053/2/011001
bufr4/3/07/053/3/008054,bufr4/3/07/053/3/008054
bufr4/3/07/053/4/011083,bufr4/3/07/053/4/011083
bufr4/3/07/053/5/011084,bufr4/3/07/053/5/011084
bufr4/3/07/053/6/011002,bufr4/3/07/053/6/011002
bufr4/3/07/053/7/008054,bufr4/3/07/053/7/008054
bufr4/3/07/053/8/011085,bufr4/3/07/053/8/011085
bufr4/3/07/053/9/011086,bufr4/3/07/053/9/011086
bufr4/3/07/053/10/011041,bufr4/3/07/053/10/011041
bufr4/3/07/053/11/008054,bufr4/3/07/053/11/008054
bufr4/3/07/053/12/007032,bufr4/3/07/053/12/007032
bufr4/3/07/053/13/020009,bufr4/3/07/053/13/020009
bufr4/3/07/053/14/020060,bufr4/3/07/053/14/020060
bufr4/3/07/053/15/307014,bufr4/3/07/053/15/307014
bufr4/3/07/053/16/307047,bufr4/3/07/053/16/307047
bufr4/3/07/054/1/007032,bufr4/3/07/054/1/007032
bufr4/3/07/054/2/008039,bufr4/3/07/054/2/008039
bufr4/3/07/054/3/004003,bufr4/3/07/054/3/004003
bufr4/3/07/054/4/004004,bufr4/3/07/054/4/004004
bufr4/3/07/054/5/008023,bufr4/3/07/054/5/008023
bufr4/3/07/054/6/012023,bufr4/3/07/054/6/012023
bufr4/3/07/054/7/008039,bufr4/3/07/054/7/008039
bufr4/3/07/054/8/004003,bufr4/3/07/054/8/004003
bufr4/3/07/054/9/004004,bufr4/3/07/054/9/004004
bufr4/3/07/054/10/008023,bufr4/3/07/054/10/008023
bufr4/3/07/054/11/012023,bufr4/3/07/054/11/012023
bufr4/3/07/054/12/008023,bufr4/3/07/054/12/008023
bufr4/3/07/054/13/007032,bufr4/3/07/054/13/007032
bufr4/3/07/055/1/033045,bufr4/3/07/055/1/033045
bufr4/3/07/055/2/008016,bufr4/3/07/055/2/008016
bufr4/3/07/055/3/008039,bufr4/3/07/055/3/008039
bufr4/3/07/055/4/004003,bufr4/3/07/055/4/004003
bufr4/3/07/055/5/301012,bufr4/3/07/055/5/301012
bufr4/3/07/055/6/008039,bufr4/3/07/055/6/008039
bufr4/3/07/055/7/004003,bufr4/3/07/055/7/004003
bufr4/3/07/055/8/301012,bufr4/3/07/055/8/301012
bufr4/3/07/055/9/307053,bufr4/3/07/055/9/307053
bufr4/3/07/056/1/307052,bufr4/3/07/056/1/307052
bufr4/3/07/056/2/307053,bufr4/3/07/056/2/307053
bufr4/3/07/056/3/307054,bufr4/3/07/056/3/307054
bufr4/3/07/056/4/101000,bufr4/3/07/056/4/101000
bufr4/3/07/056/5/031001,bufr4/3/07/056/5/031001
bufr4/3/07/056/6/307055,bufr4/3/07/056/6/307055
bufr4/3/07/060/1/007061,bufr4/3/07/060/1/007061
bufr4/3/07/060/2/012030,bufr4/3/07/060/2/012030
bufr4/3/07/061/1/301031,bufr4/3/07/061/1/301031
bufr4/3/07/061/2/101005,bufr4/3/07/061/2/101005
bufr4/3/07/061/3/307060,bufr4/3/07/061/3/307060
bufr4/3/07/062/1/301032,bufr4/3/07/062/1/301032
bufr4/3/07/062/2/101005,bufr4/3/07/062/2/101005
bufr4/3/07/062/3/307060,bufr4/3/07/062/3/307060
bufr4/3/07/063/1/007061,bufr4/3/07/063/1/007061
bufr4/3/07/063/2/012130,bufr4/3/07/063/2/012130
bufr4/3/07/071/1/301090,bufr4/3/07/071/1/301090
bufr4/3/07/071/2/004074,bufr4/3/07/071/2/004074
bufr4/3/07/071/3/004023,bufr4/3/07/071/3/004023
bufr4/3/07/071/4/008023,bufr4/3/07/071/4/008023
bufr4/3/07/071/5/010004,bufr4/3/07/071/5/010004
bufr4/3/07/071/6/010051,bufr4/3/07/071/6/010051
bufr4/3/07/071/7/007004,bufr4/3/07/071/7/007004
bufr4/3/07/071/8/010009,bufr4/3/07/071/8/010009
bufr4/3/07/071/9/007032,bufr4/3/07/071/9/007032
bufr4/3/07/071/10/012101,bufr4/3/07/071/10/012101
bufr4/3/07/071/11/002051,bufr4/3/07/071/11/002051
bufr4/3/07/071/12/004051,bufr4/3/07/071/12/004051
bufr4/3/07/071/13/012118,bufr4/3/07/071/13/012118
bufr4/3/07/071/14/004052,bufr4/3/07/071/14/004052
bufr4/3/07/071/15/012119,bufr4/3/07/071/15/012119
bufr4/3/07/071/16/013004,bufr4/3/07/071/16/013004
bufr4/3/07/071/17/008023,bufr4/3/07/071/17/008023
bufr4/3/07/071/18/012151,bufr4/3/07/071/18/012151
bufr4/3/07/071/19/007032,bufr4/3/07/071/19/007032
bufr4/3/07/071/20/102005,bufr4/3/07/071/20/102005
bufr4/3/07/071/21/008050,bufr4/3/07/071/21/008050
bufr4/3/07/071/22/008020,bufr4/3/07/071/22/008020
bufr4/3/07/071/23/014032,bufr4/3/07/071/23/014032
bufr4/3/07/071/24/014033,bufr4/3/07/071/24/014033
bufr4/3/07/071/25/008050,bufr4/3/07/071/25/008050
bufr4/3/07/071/26/008020,bufr4/3/07/071/26/008020
bufr4/3/07/071/27/102018,bufr4/3/07/071/27/102018
bufr4/3/07/071/28/008052,bufr4/3/07/071/28/008052
bufr4/3/07/071/29/008022,bufr4/3/07/071/29/008022
bufr4/3/07/071/30/007032,bufr4/3/07/071/30/007032
bufr4/3/07/071/31/008053,bufr4/3/07/071/31/008053
bufr4/3/07/071/32/004003,bufr4/3/07/071/32/004003
bufr4/3/07/071/33/012152,bufr4/3/07/071/33/012152
bufr4/3/07/071/34/008053,bufr4/3/07/071/34/008053
bufr4/3/07/071/35/004003,bufr4/3/07/071/35/004003
bufr4/3/07/071/36/012153,bufr4/3/07/071/36/012153
bufr4/3/07/071/37/008053,bufr4/3/07/071/37/008053
bufr4/3/07/071/38/004003,bufr4/3/07/071/38/004003
bufr4/3/07/071/39/008023,bufr4/3/07/071/39/008023
