Id_es,Id_en
bufr4/3/04/011/19/004004,bufr4/3/04/011/17/004006
bufr4/3/04/011/20/004005,bufr4/3/04/011/18/008021
bufr4/3/04/011/21/004006,bufr4/3/04/011/19/004004
bufr4/3/04/011/22/011001,bufr4/3/04/011/20/004005
bufr4/3/04/011/23/011002,bufr4/3/04/011/21/004006
bufr4/3/04/011/24/103010,bufr4/3/04/011/22/011001
bufr4/3/04/011/25/002163,bufr4/3/04/011/23/011002
bufr4/3/04/011/26/007004,bufr4/3/04/011/24/103010
bufr4/3/04/011/27/012001,bufr4/3/04/011/25/002163
bufr4/3/04/030/1/027031,bufr4/3/04/011/26/007004
bufr4/3/04/030/2/028031,bufr4/3/04/011/27/012001
bufr4/3/04/030/3/010031,bufr4/3/04/030/1/027031
bufr4/3/04/031/1/001041,bufr4/3/04/030/2/028031
bufr4/3/04/031/2/001042,bufr4/3/04/030/3/010031
bufr4/3/04/031/3/001043,bufr4/3/04/031/1/001041
bufr4/3/04/032/1/002153,bufr4/3/04/031/2/001042
bufr4/3/04/032/2/002154,bufr4/3/04/031/3/001043
bufr4/3/04/032/3/020081,bufr4/3/04/032/1/002153
bufr4/3/04/032/4/020082,bufr4/3/04/032/2/002154
bufr4/3/04/032/5/020012,bufr4/3/04/032/3/020081
bufr4/3/04/033/1/002152,bufr4/3/04/032/4/020082
bufr4/3/04/033/2/002166,bufr4/3/04/032/5/020012
bufr4/3/04/033/3/002167,bufr4/3/04/033/1/002152
bufr4/3/04/033/4/002153,bufr4/3/04/033/2/002166
bufr4/3/04/033/5/002154,bufr4/3/04/033/3/002167
bufr4/3/04/033/6/012075,bufr4/3/04/033/4/002153
bufr4/3/04/033/7/012076,bufr4/3/04/033/5/002154
bufr4/3/04/033/8/012063,bufr4/3/04/033/6/012075
bufr4/3/04/034/1/102004,bufr4/3/04/033/7/012076
bufr4/3/04/034/2/027001,bufr4/3/04/033/8/012063
bufr4/3/04/034/3/028001,bufr4/3/04/034/1/102004
bufr4/3/04/034/4/007022,bufr4/3/04/034/2/027001
bufr4/3/04/034/5/005043,bufr4/3/04/034/3/028001
bufr4/3/04/034/6/020010,bufr4/3/04/034/4/007022
bufr4/3/04/034/7/020016,bufr4/3/04/034/5/005043
bufr4/3/04/034/8/033003,bufr4/3/04/034/6/020010
bufr4/3/04/034/9/010040,bufr4/3/04/034/7/020016
bufr4/3/04/035/1/002153,bufr4/3/04/034/8/033003
bufr4/3/04/035/2/002154,bufr4/3/04/034/9/010040
bufr4/3/04/035/3/012063,bufr4/3/04/035/1/002153
bufr4/3/04/035/4/008001,bufr4/3/04/035/2/002154
bufr4/3/04/035/5/012063,bufr4/3/04/035/3/012063
bufr4/3/04/035/6/008001,bufr4/3/04/035/4/008001
bufr4/3/04/035/7/012063,bufr4/3/04/035/5/012063
bufr4/3/04/035/8/008001,bufr4/3/04/035/6/008001
bufr4/3/04/035/9/008003,bufr4/3/04/035/7/012063
bufr4/3/04/035/10/012063,bufr4/3/04/035/8/008001
bufr4/3/04/035/11/008003,bufr4/3/04/035/9/008003
bufr4/3/04/035/12/012063,bufr4/3/04/035/10/012063
bufr4/3/04/035/13/008003,bufr4/3/04/035/11/008003
bufr4/3/04/035/14/012063,bufr4/3/04/035/12/012063
bufr4/3/04/035/15/008003,bufr4/3/04/035/13/008003
bufr4/3/04/036/1/020082,bufr4/3/04/035/14/012063
bufr4/3/04/036/2/008012,bufr4/3/04/035/15/008003
bufr4/3/04/036/3/020082,bufr4/3/04/036/1/020082
bufr4/3/04/036/4/008012,bufr4/3/04/036/2/008012
bufr4/3/04/036/5/020081,bufr4/3/04/036/3/020082
bufr4/3/04/036/6/008003,bufr4/3/04/036/4/008012
bufr4/3/04/036/7/020081,bufr4/3/04/036/5/020081
bufr4/3/04/036/8/008003,bufr4/3/04/036/6/008003
bufr4/3/04/036/9/020081,bufr4/3/04/036/7/020081
bufr4/3/04/036/10/008003,bufr4/3/04/036/8/008003
bufr4/3/04/036/11/020081,bufr4/3/04/036/9/020081
bufr4/3/04/036/12/008003,bufr4/3/04/036/10/008003
bufr4/3/04/037/1/002153,bufr4/3/04/036/11/020081
bufr4/3/04/037/2/002154,bufr4/3/04/036/12/008003
bufr4/3/04/037/3/012063,bufr4/3/04/037/1/002153
bufr4/3/04/037/4/008011,bufr4/3/04/037/2/002154
bufr4/3/04/037/5/012063,bufr4/3/04/037/3/012063
bufr4/3/04/037/6/008011,bufr4/3/04/037/4/008011
bufr4/3/04/037/7/012063,bufr4/3/04/037/5/012063
bufr4/3/04/037/8/008011,bufr4/3/04/037/6/008011
bufr4/3/04/037/9/008003,bufr4/3/04/037/7/012063
bufr4/3/04/037/10/012063,bufr4/3/04/037/8/008011
bufr4/3/04/037/11/008003,bufr4/3/04/037/9/008003
bufr4/3/04/037/12/012063,bufr4/3/04/037/10/012063
bufr4/3/04/037/13/008003,bufr4/3/04/037/11/008003
bufr4/3/04/037/14/012063,bufr4/3/04/037/12/012063
bufr4/3/04/039/1/201136,bufr4/3/04/037/13/008003
bufr4/3/04/039/2/005042,bufr4/3/04/037/14/012063
bufr4/3/04/039/3/201000,bufr4/3/04/039/1/201136
bufr4/3/04/039/4/014046,bufr4/3/04/039/2/005042
bufr4/3/04/040/1/025140,bufr4/3/04/039/3/201000
bufr4/3/04/040/2/025141,bufr4/3/04/039/4/014046
bufr4/3/04/040/3/040026,bufr4/3/04/040/1/025140
bufr4/3/04/040/4/040016,bufr4/3/04/040/2/025141
bufr4/3/04/040/5/025062,bufr4/3/04/040/3/040026
bufr4/3/04/040/6/101000,bufr4/3/04/040/4/040016
bufr4/3/04/040/7/031002,bufr4/3/04/040/5/025062
bufr4/3/04/040/8/040017,bufr4/3/04/040/6/101000
,bufr4/3/04/040/7/031002
,bufr4/3/04/040/8/040017
