Id_es,Id_en
bufr4/3/06/019/2/301011,bufr4/3/06/019/2/301011
bufr4/3/06/019/3/301012,bufr4/3/06/019/3/301012
bufr4/3/06/019/4/022042,bufr4/3/06/019/4/022042
bufr4/3/06/019/5/022120,bufr4/3/06/019/5/022120
bufr4/3/06/019/6/022121,bufr4/3/06/019/6/022121
bufr4/3/06/019/7/004015,bufr4/3/06/019/7/004015
bufr4/3/06/019/8/004065,bufr4/3/06/019/8/004065
bufr4/3/06/020/1/001075,bufr4/3/06/020/1/001075
bufr4/3/06/020/2/301011,bufr4/3/06/020/2/301011
bufr4/3/06/020/3/301012,bufr4/3/06/020/3/301012
bufr4/3/06/020/4/022042,bufr4/3/06/020/4/022042
bufr4/3/06/020/5/022120,bufr4/3/06/020/5/022120
bufr4/3/06/020/6/022121,bufr4/3/06/020/6/022121
bufr4/3/06/020/7/004075,bufr4/3/06/020/7/004075
bufr4/3/06/020/8/004065,bufr4/3/06/020/8/004065
bufr4/3/06/021/1/001075,bufr4/3/06/021/1/001075
bufr4/3/06/021/2/301011,bufr4/3/06/021/2/301011
bufr4/3/06/021/3/301012,bufr4/3/06/021/3/301012
bufr4/3/06/021/4/022122,bufr4/3/06/021/4/022122
bufr4/3/06/021/5/022123,bufr4/3/06/021/5/022123
bufr4/3/06/021/6/012001,bufr4/3/06/021/6/012001
bufr4/3/06/021/7/303002,bufr4/3/06/021/7/303002
bufr4/3/06/022/1/001075,bufr4/3/06/022/1/001075
bufr4/3/06/022/2/301011,bufr4/3/06/022/2/301011
bufr4/3/06/022/3/301012,bufr4/3/06/022/3/301012
bufr4/3/06/022/4/022038,bufr4/3/06/022/4/022038
bufr4/3/06/022/5/022039,bufr4/3/06/022/5/022039
bufr4/3/06/023/1/001015,bufr4/3/06/023/1/001015
bufr4/3/06/023/2/301023,bufr4/3/06/023/2/301023
bufr4/3/06/023/3/301011,bufr4/3/06/023/3/301011
bufr4/3/06/023/4/301012,bufr4/3/06/023/4/301012
bufr4/3/06/023/5/022038,bufr4/3/06/023/5/022038
bufr4/3/06/023/6/022039,bufr4/3/06/023/6/022039
bufr4/3/06/023/7/022120,bufr4/3/06/023/7/022120
bufr4/3/06/023/8/022121,bufr4/3/06/023/8/022121
bufr4/3/06/024/1/306020,bufr4/3/06/024/1/306020
bufr4/3/06/024/2/102006,bufr4/3/06/024/2/102006
bufr4/3/06/024/3/022038,bufr4/3/06/024/3/022038
bufr4/3/06/024/4/022039,bufr4/3/06/024/4/022039
bufr4/3/06/025/1/306019,bufr4/3/06/025/1/306019
bufr4/3/06/025/2/102006,bufr4/3/06/025/2/102006
bufr4/3/06/025/3/022038,bufr4/3/06/025/3/022038
bufr4/3/06/025/4/022039,bufr4/3/06/025/4/022039
bufr4/3/06/027/1/001005,bufr4/3/06/027/1/001005
bufr4/3/06/027/2/001052,bufr4/3/06/027/2/001052
bufr4/3/06/027/3/002047,bufr4/3/06/027/3/002047
bufr4/3/06/027/4/301011,bufr4/3/06/027/4/301011
bufr4/3/06/027/5/301013,bufr4/3/06/027/5/301013
bufr4/3/06/028/1/306027,bufr4/3/06/028/1/306027
bufr4/3/06/028/2/301011,bufr4/3/06/028/2/301011
bufr4/3/06/028/3/301013,bufr4/3/06/028/3/301013
bufr4/3/06/028/4/301021,bufr4/3/06/028/4/301021
bufr4/3/06/029/1/025170,bufr4/3/06/029/1/025170
bufr4/3/06/029/3/025172,bufr4/3/06/029/2/025171
bufr4/3/06/030/1/306027,bufr4/3/06/029/3/025172
bufr4/3/06/030/2/306029,bufr4/3/06/030/1/306027
bufr4/3/06/030/3/111000,bufr4/3/06/030/2/306029
bufr4/3/06/030/4/031001,bufr4/3/06/030/3/111000
bufr4/3/06/030/5/033002,bufr4/3/06/030/4/031001
bufr4/3/06/030/6/301011,bufr4/3/06/030/5/033002
bufr4/3/06/030/7/301013,bufr4/3/06/030/6/301011
bufr4/3/06/030/8/025025,bufr4/3/06/030/7/301013
bufr4/3/06/030/9/025025,bufr4/3/06/030/8/025025
bufr4/3/06/030/10/025026,bufr4/3/06/030/9/025025
bufr4/3/06/030/11/022185,bufr4/3/06/030/10/025026
bufr4/3/06/030/12/004015,bufr4/3/06/030/11/022185
bufr4/3/06/030/13/004065,bufr4/3/06/030/12/004015
bufr4/3/06/030/14/101004,bufr4/3/06/030/13/004065
bufr4/3/06/030/15/022182,bufr4/3/06/030/14/101004
bufr4/3/06/031/1/306027,bufr4/3/06/030/15/022182
bufr4/3/06/031/2/306029,bufr4/3/06/031/1/306027
bufr4/3/06/031/3/001053,bufr4/3/06/031/2/306029
bufr4/3/06/031/4/033002,bufr4/3/06/031/3/001053
bufr4/3/06/031/5/301011,bufr4/3/06/031/4/033002
bufr4/3/06/031/6/301013,bufr4/3/06/031/5/301011
bufr4/3/06/031/7/301011,bufr4/3/06/031/6/301013
bufr4/3/06/031/8/301013,bufr4/3/06/031/7/301011
bufr4/3/06/031/9/022185,bufr4/3/06/031/8/301013
bufr4/3/06/031/10/022182,bufr4/3/06/031/9/022185
bufr4/3/06/031/11/004016,bufr4/3/06/031/10/022182
bufr4/3/06/031/12/004066,bufr4/3/06/031/11/004016
bufr4/3/06/031/13/101000,bufr4/3/06/031/12/004066
bufr4/3/06/031/14/031001,bufr4/3/06/031/13/101000
bufr4/3/06/031/15/022184,bufr4/3/06/031/14/031001
bufr4/3/06/033/1/002033,bufr4/3/06/031/15/022184
bufr4/3/06/033/2/007063,bufr4/3/06/033/1/002033
bufr4/3/06/033/3/022064,bufr4/3/06/033/2/007063
bufr4/3/06/034/1/002031,bufr4/3/06/033/3/022064
bufr4/3/06/034/2/003010,bufr4/3/06/034/1/002031
bufr4/3/06/034/3/002040,bufr4/3/06/034/2/003010
bufr4/3/06/034/4/022005,bufr4/3/06/034/3/002040
bufr4/3/06/034/5/022032,bufr4/3/06/034/4/022005
bufr4/3/06/035/1/112000,bufr4/3/06/034/5/022032
bufr4/3/06/035/2/031002,bufr4/3/06/035/1/112000
bufr4/3/06/035/3/007062,bufr4/3/06/035/2/031002
bufr4/3/06/035/4/008080,bufr4/3/06/035/3/007062
bufr4/3/06/035/5/033050,bufr4/3/06/035/4/008080
bufr4/3/06/035/6/007065,bufr4/3/06/035/5/033050
bufr4/3/06/035/7/008080,bufr4/3/06/035/6/007065
bufr4/3/06/035/8/033050,bufr4/3/06/035/7/008080
bufr4/3/06/035/9/022043,bufr4/3/06/035/8/033050
bufr4/3/06/035/10/008080,bufr4/3/06/035/9/022043
bufr4/3/06/035/11/033050,bufr4/3/06/035/10/008080
bufr4/3/06/035/12/022064,bufr4/3/06/035/11/033050
bufr4/3/06/035/13/008080,bufr4/3/06/035/12/022064
bufr4/3/06/035/14/033050,bufr4/3/06/035/13/008080
bufr4/3/06/036/1/112000,bufr4/3/06/035/14/033050
bufr4/3/06/036/2/031002,bufr4/3/06/036/1/112000
bufr4/3/06/036/3/007062,bufr4/3/06/036/2/031002
bufr4/3/06/036/4/008080,bufr4/3/06/036/3/007062
bufr4/3/06/036/5/033050,bufr4/3/06/036/4/008080
bufr4/3/06/036/6/007065,bufr4/3/06/036/5/033050
bufr4/3/06/036/7/008080,bufr4/3/06/036/6/007065
bufr4/3/06/036/8/033050,bufr4/3/06/036/7/008080
bufr4/3/06/036/9/022031,bufr4/3/06/036/8/033050
bufr4/3/06/036/10/008080,bufr4/3/06/036/9/022031
bufr4/3/06/036/11/033050,bufr4/3/06/036/10/008080
bufr4/3/06/036/12/022004,bufr4/3/06/036/11/033050
bufr4/3/06/036/13/008080,bufr4/3/06/036/12/022004
bufr4/3/06/036/14/033050,bufr4/3/06/036/13/008080
bufr4/3/06/037/1/109000,bufr4/3/06/036/14/033050
bufr4/3/06/037/2/031002,bufr4/3/06/037/1/109000
bufr4/3/06/037/3/007062,bufr4/3/06/037/2/031002
bufr4/3/06/037/4/008080,bufr4/3/06/037/3/007062
bufr4/3/06/037/5/033050,bufr4/3/06/037/4/008080
bufr4/3/06/037/6/007065,bufr4/3/06/037/5/033050
bufr4/3/06/037/7/008080,bufr4/3/06/037/6/007065
bufr4/3/06/037/8/033050,bufr4/3/06/037/7/008080
bufr4/3/06/037/9/022188,bufr4/3/06/037/8/033050
bufr4/3/06/037/10/008080,bufr4/3/06/037/9/022188
bufr4/3/06/037/11/033050,bufr4/3/06/037/10/008080
bufr4/3/06/038/1/010004,bufr4/3/06/037/11/033050
bufr4/3/06/038/2/010051,bufr4/3/06/038/1/010004
bufr4/3/06/038/3/007033,bufr4/3/06/038/2/010051
bufr4/3/06/038/4/012101,bufr4/3/06/038/3/007033
bufr4/3/06/038/5/012103,bufr4/3/06/038/4/012101
bufr4/3/06/038/6/013003,bufr4/3/06/038/5/012103
bufr4/3/06/038/7/007033,bufr4/3/06/038/6/013003
bufr4/3/06/038/8/008021,bufr4/3/06/038/7/007033
bufr4/3/06/038/9/004025,bufr4/3/06/038/8/008021
bufr4/3/06/038/10/011001,bufr4/3/06/038/9/004025
bufr4/3/06/038/11/011002,bufr4/3/06/038/10/011001
bufr4/3/06/038/12/008021,bufr4/3/06/038/11/011002
bufr4/3/06/038/13/004025,bufr4/3/06/038/12/008021
bufr4/3/06/038/14/011041,bufr4/3/06/038/13/004025
bufr4/3/06/038/15/004025,bufr4/3/06/038/14/011041
bufr4/3/06/038/16/007033,bufr4/3/06/038/15/004025
bufr4/3/06/038/17/002005,bufr4/3/06/038/16/007033
bufr4/3/06/038/18/007063,bufr4/3/06/038/17/002005
bufr4/3/06/038/19/022049,bufr4/3/06/038/18/007063
bufr4/3/06/039/1/022078,bufr4/3/06/038/19/022049
bufr4/3/06/039/2/022070,bufr4/3/06/039/1/022078
bufr4/3/06/039/3/022073,bufr4/3/06/039/2/022070
bufr4/3/06/039/4/022074,bufr4/3/06/039/3/022073
bufr4/3/06/039/5/022071,bufr4/3/06/039/4/022074
bufr4/3/06/039/6/022076,bufr4/3/06/039/5/022071
bufr4/3/06/039/7/022077,bufr4/3/06/039/6/022076
bufr4/3/06/040/1/022078,bufr4/3/06/039/7/022077
bufr4/3/06/040/2/022082,bufr4/3/06/040/1/022078
bufr4/3/06/040/3/106000,bufr4/3/06/040/2/022082
bufr4/3/06/040/4/031001,bufr4/3/06/040/3/106000
bufr4/3/06/040/5/022080,bufr4/3/06/040/4/031001
bufr4/3/06/040/6/022069,bufr4/3/06/040/5/022080
bufr4/3/06/040/7/022086,bufr4/3/06/040/6/022069
bufr4/3/06/040/8/022087,bufr4/3/06/040/7/022086
bufr4/3/06/040/9/022088,bufr4/3/06/040/8/022087
bufr4/3/06/040/10/022089,bufr4/3/06/040/9/022088
bufr4/3/06/041/1/002032,bufr4/3/06/040/10/022089
bufr4/3/06/041/2/102000,bufr4/3/06/041/1/002032
bufr4/3/06/041/3/031001,bufr4/3/06/041/2/102000
bufr4/3/06/041/4/007062,bufr4/3/06/041/3/031001
bufr4/3/06/041/5/022043,bufr4/3/06/041/4/007062
bufr4/3/06/042/1/002169,bufr4/3/06/041/5/022043
bufr4/3/06/042/2/007033,bufr4/3/06/042/1/002169
bufr4/3/06/042/3/008021,bufr4/3/06/042/2/007033
bufr4/3/06/042/4/004025,bufr4/3/06/042/3/008021
bufr4/3/06/042/5/011001,bufr4/3/06/042/4/004025
bufr4/3/06/042/6/011002,bufr4/3/06/042/5/011001
bufr4/3/06/043/1/041001,bufr4/3/06/042/6/011002
bufr4/3/06/043/2/008043,bufr4/3/06/043/1/041001
bufr4/3/06/043/3/015028,bufr4/3/06/043/2/008043
bufr4/3/06/043/4/008043,bufr4/3/06/043/3/015028
bufr4/3/06/043/5/013080,bufr4/3/06/043/4/008043
bufr4/3/06/043/6/041005,bufr4/3/06/043/5/013080
bufr4/3/06/043/7/041003,bufr4/3/06/043/6/041005
bufr4/3/06/043/8/022188,bufr4/3/06/043/7/041003
bufr4/3/06/043/9/041002,bufr4/3/06/043/8/022188
bufr4/3/06/043/10/106000,bufr4/3/06/043/9/041002
bufr4/3/06/043/11/031000,bufr4/3/06/043/10/106000
bufr4/3/06/043/12/004024,bufr4/3/06/043/11/031000
bufr4/3/06/043/13/014002,bufr4/3/06/043/12/004024
bufr4/3/06/043/14/014002,bufr4/3/06/043/13/014002
bufr4/3/06/043/15/014012,bufr4/3/06/043/14/014002
bufr4/3/06/043/16/014004,bufr4/3/06/043/15/014012
bufr4/3/06/043/17/004024,bufr4/3/06/043/16/014004
,bufr4/3/06/043/17/004024
